Ejecucion,Generacion,Mejor Aptitud
7,37,0.8088083851232134
7,38,0.8088083851232134
7,39,0.8088083851232134
7,40,0.8069519430886812
7,41,0.8069519430886812
7,42,0.8069519430886812
7,43,0.8063091261650726
7,44,0.8024614289290735
7,45,0.8024614289290735
7,46,0.8005911778564824
7,47,0.7960434989530782
7,48,0.7960434989530782
7,49,0.7950832633352578
7,50,0.7950832633352578
7,51,0.7950832633352578
7,52,0.7950832633352578
7,53,0.7950832633352578
7,54,0.7898702574989971
7,55,0.7895110263996857
7,56,0.7895110263996857
7,57,0.7895110263996857
7,58,0.7889787665249661
7,59,0.7889787665249661
7,60,0.7872595161834346
7,61,0.7832187424403791
7,62,0.7826224807417508
7,63,0.7816570187136689
7,64,0.7807135608265686
7,65,0.7807135608265686
7,66,0.7807135608265686
7,67,0.7770594810066732
7,68,0.7763144264844902
7,69,0.775839567000211
7,70,0.7741387297341475
7,71,0.7741387297341475
7,72,0.7741387297341475
7,73,0.7741387297341475
7,74,0.7727212321026202
7,75,0.7706674118849695
7,76,0.7706674118849695
7,77,0.7703461777781277
7,78,0.7703461777781277
7,79,0.7677779370403626
7,80,0.7677779370403626
7,81,0.7630747144308425
7,82,0.7630747144308425
7,83,0.7630747144308425
7,84,0.7593164151891658
7,85,0.7593164151891658
7,86,0.7589596377323239
7,87,0.7577455677595375
7,88,0.7554915609123883
7,89,0.753087868801628
7,90,0.753087868801628
7,91,0.7448760108790464
7,92,0.7447497348775725
7,93,0.7447497348775725
7,94,0.7447497348775725
7,95,0.7447497348775725
7,96,0.7447497348775725
7,97,0.742362999440622
7,98,0.742362999440622
7,99,0.742362999440622
7,100,0.7388617559997753
8,0,0.8721974182291972
8,1,0.8721974182291972
8,2,0.86529990592171
8,3,0.86529990592171
8,4,0.86529990592171
8,5,0.86529990592171
8,6,0.8617453876408843
8,7,0.8616126390962038
8,8,0.858038360831464
8,9,0.8580193302317304
8,10,0.8536429300975628
8,11,0.8458949238295942
8,12,0.8453453290535275
8,13,0.8428308463807771
8,14,0.8428308463807771
8,15,0.8411979498154906
8,16,0.8378432826809032
8,17,0.8378432826809032
8,18,0.8357384576674063
8,19,0.8313341844795733
8,20,0.8249411231773306
8,21,0.8249411231773306
8,22,0.8249411231773306
8,23,0.8213143879226791
8,24,0.8175393052892145
8,25,0.8156183725264221
8,26,0.8156183725264221
8,27,0.8156183725264221
8,28,0.8143277495984402
8,29,0.8133765713087796
8,30,0.8133765713087796
8,31,0.8114085663407475
8,32,0.803766575449872
8,33,0.803766575449872
8,34,0.7991544733509196
8,35,0.7991544733509196
8,36,0.7991544733509196
8,37,0.7991544733509196
8,38,0.7991544733509196
8,39,0.7991544733509196
8,40,0.7991544733509196
8,41,0.7991544733509196
8,42,0.7988172645272874
8,43,0.7958049930815885
8,44,0.7958049930815885
8,45,0.7958049930815885
8,46,0.7958049930815885
8,47,0.7958049930815885
8,48,0.7937738172745282
8,49,0.7937738172745282
8,50,0.7918943944688477
8,51,0.7875343386138646
8,52,0.7875343386138646
8,53,0.7875343386138646
8,54,0.7875343386138646
8,55,0.7875343386138646
8,56,0.7875343386138646
8,57,0.7815350410548229
8,58,0.7764995150710959
8,59,0.7764995150710959
8,60,0.7764995150710959
8,61,0.7732630036801803
8,62,0.7732630036801803
8,63,0.7732630036801803
8,64,0.7732630036801803
8,65,0.7708326597794056
8,66,0.7708326597794056
8,67,0.7708326597794056
8,68,0.7654837928990107
8,69,0.7593996429479178
8,70,0.7593996429479178
8,71,0.7593996429479178
8,72,0.7593996429479178
8,73,0.7593996429479178
8,74,0.7562838604348014
8,75,0.7545376513778151
8,76,0.7518176262562818
8,77,0.7518176262562818
8,78,0.7433248747463713
8,79,0.7433248747463713
8,80,0.7433248747463713
8,81,0.740576204482505
8,82,0.740576204482505
8,83,0.7397789002424123
8,84,0.7397789002424123
8,85,0.7397789002424123
8,86,0.7373480069765721
8,87,0.7351522637426836
8,88,0.7272669493041909
8,89,0.7272669493041909
8,90,0.7272669493041909
8,91,0.7272669493041909
8,92,0.7272669493041909
8,93,0.7272669493041909
8,94,0.7264534530629693
8,95,0.7203252891579921
8,96,0.7167959117251359
8,97,0.7126701171330089
8,98,0.7126701171330089
8,99,0.7126701171330089
8,100,0.7123386314600898
9,0,0.8664120074925816
9,1,0.8664120074925816
9,2,0.8664120074925816
9,3,0.8664120074925816
9,4,0.8664120074925816
9,5,0.8651643162739607
9,6,0.8651643162739607
9,7,0.8553083304335772
9,8,0.8553083304335772
9,9,0.8553083304335772
9,10,0.8553083304335772
9,11,0.8553083304335772
9,12,0.8553083304335772
9,13,0.8486779378389652
9,14,0.8486779378389652
9,15,0.8486779378389652
9,16,0.8486779378389652
9,17,0.8414925150109991
9,18,0.8414925150109991
9,19,0.8414925150109991
9,20,0.8388594537539527
9,21,0.8347894647079201
9,22,0.8347894647079201
9,23,0.8347894647079201
9,24,0.8312390159721489
9,25,0.8312390159721489
9,26,0.8267221999236759
9,27,0.8267221999236759
9,28,0.8267221999236759
9,29,0.8263990233448821
9,30,0.8263990233448821
9,31,0.8263990233448821
9,32,0.8263990233448821
9,33,0.8257465745540196
9,34,0.8217223318941667
9,35,0.8217223318941667
9,36,0.8187638271726337
9,37,0.8170805440324495
9,38,0.8150712564196054
9,39,0.8150712564196054
9,40,0.8062173724931002
9,41,0.8062173724931002
9,42,0.8055066744335182
9,43,0.8055066744335182
9,44,0.7995343844849803
9,45,0.7995343844849803
9,46,0.7995343844849803
9,47,0.7984864877291237
9,48,0.7869034010285412
9,49,0.7868299592244934
9,50,0.7848896405881197
9,51,0.7848896405881197
9,52,0.7847539867241763
9,53,0.7847539867241763
9,54,0.7847539867241763
9,55,0.7847539867241763
9,56,0.7807364847539054
9,57,0.7807364847539054
9,58,0.7745000334767732
9,59,0.7745000334767732
9,60,0.7677154267689579
9,61,0.7666393294564213
9,62,0.7666393294564213
9,63,0.7666393294564213
9,64,0.7663653860486062
9,65,0.7663653860486062
9,66,0.766192615734204
9,67,0.766192615734204
9,68,0.7622424422619443
9,69,0.7570297521926459
9,70,0.7570297521926459
9,71,0.7570297521926459
9,72,0.7528789489856997
9,73,0.7528789489856997
9,74,0.7482385246935694
9,75,0.7443934778518666
9,76,0.7436193767886679
9,77,0.7436193767886679
9,78,0.7421655933418807
9,79,0.7421655933418807
9,80,0.7421655933418807
9,81,0.7399209854242983
9,82,0.7399209854242983
9,83,0.7323432883304571
9,84,0.7323432883304571
9,85,0.7323432883304571
9,86,0.73186910609653
9,87,0.7295306314172945
9,88,0.7253877179227599
9,89,0.7253877179227599
9,90,0.7211234921105316
9,91,0.7211234921105316
9,92,0.7211234921105316
9,93,0.7211234921105316
9,94,0.7159615524034871
9,95,0.7159615524034871
9,96,0.7159615524034871
9,97,0.7116919330142966
9,98,0.7116919330142966
9,99,0.7116919330142966
9,100,0.7051735536484485
10,0,0.8721301374504429
10,1,0.8721301374504429
10,2,0.8721301374504429
10,3,0.8697885023718588
10,4,0.8668768035468141
10,5,0.8668768035468141
10,6,0.8580782146641854
10,7,0.8580782146641854
10,8,0.8572864885839132
10,9,0.8558273338850289
10,10,0.8532580325355068
10,11,0.8532580325355068
10,12,0.8532580325355068
10,13,0.8525026056853834
10,14,0.8433482284445502
10,15,0.8433482284445502
10,16,0.8433482284445502
10,17,0.8433482284445502
10,18,0.8386173910362128
10,19,0.8386173910362128
10,20,0.8304752232759485
10,21,0.8304752232759485
10,22,0.8304752232759485
10,23,0.8239675016111057
10,24,0.8239675016111057
10,25,0.8239675016111057
10,26,0.8239675016111057
10,27,0.820737588238929
10,28,0.820737588238929
10,29,0.820737588238929
10,30,0.818545478206341
10,31,0.818545478206341
10,32,0.818545478206341
10,33,0.8133215897339515
10,34,0.8133215897339515
10,35,0.8133215897339515
10,36,0.8063596957270915
10,37,0.8063596957270915
10,38,0.8063596957270915
10,39,0.8063596957270915
10,40,0.8059958121977714
10,41,0.8014368122597793
10,42,0.7994961564641409
10,43,0.7994961564641409
10,44,0.7993897806190119
10,45,0.798917849241953
10,46,0.7972174148425573
10,47,0.7843887545697368
10,48,0.7843887545697368
10,49,0.7843887545697368
10,50,0.7776755245808061
10,51,0.775115078871023
10,52,0.775115078871023
10,53,0.7749618806055394
10,54,0.7749618806055394
10,55,0.7715434727037399
10,56,0.7704364097581887
10,57,0.7704364097581887
10,58,0.7704364097581887
10,59,0.7683383220726826
10,60,0.7620696786607879
10,61,0.7620696786607879
10,62,0.7620696786607879
10,63,0.7620696786607879
10,64,0.7589872177419734
10,65,0.7535737672351702
10,66,0.7535737672351702
10,67,0.7535737672351702
10,68,0.7533950894770667
10,69,0.7533950894770667
10,70,0.7533950894770667
10,71,0.7533950894770667
10,72,0.7533950894770667
10,73,0.7517457119997228
10,74,0.7517457119997228
10,75,0.7517457119997228
10,76,0.748260413772415
10,77,0.748260413772415
10,78,0.748260413772415
10,79,0.748260413772415
10,80,0.7451039452913849
10,81,0.7451039452913849
10,82,0.743289563623543
10,83,0.743289563623543
10,84,0.743289563623543
10,85,0.7416406880481784
10,86,0.7411099707454355
10,87,0.7411099707454355
10,88,0.7341681223938582
10,89,0.7341681223938582
10,90,0.7341681223938582
10,91,0.7241745365266621
10,92,0.7241745365266621
10,93,0.7241745365266621
10,94,0.7188666995608889
10,95,0.7188666995608889
10,96,0.7188666995608889
10,97,0.7188666995608889
10,98,0.7188666995608889
10,99,0.7168794376747644
10,100,0.7168794376747644
11,0,0.8734262920853552
11,1,0.8711584562358713
11,2,0.8705297327829211
11,3,0.8649090652399722
11,4,0.8618799326391527
11,5,0.8552391844598314
11,6,0.8541172826412371
11,7,0.8512416290711745
11,8,0.8488263717606974
11,9,0.8488263717606974
11,10,0.8488263717606974
11,11,0.8476311825429782
11,12,0.8476311825429782
11,13,0.8436284914102578
11,14,0.8429543659933944
11,15,0.8429543659933944
11,16,0.8429543659933944
11,17,0.8362110946358602
11,18,0.8362110946358602
11,19,0.8362110946358602
11,20,0.8362110946358602
11,21,0.8362110946358602
11,22,0.8362110946358602
11,23,0.8316606078259802
11,24,0.8310914122460741
11,25,0.8265284496192303
11,26,0.8265284496192303
11,27,0.8265284496192303
11,28,0.8265284496192303
11,29,0.8265284496192303
11,30,0.8242625596769302
11,31,0.8206801946293218
11,32,0.8204080971955311
11,33,0.8204080971955311
11,34,0.8174674559520566
11,35,0.8167095101436469
11,36,0.8082823677395102
11,37,0.8082823677395102
11,38,0.8082823677395102
11,39,0.807309185616828
11,40,0.804917677936576
11,41,0.804917677936576
11,42,0.8007535800235771
11,43,0.7951516509306378
11,44,0.7951516509306378
11,45,0.7951516509306378
11,46,0.7918576568575652
11,47,0.7893673288643281
11,48,0.7881866239480696
11,49,0.7866463363196405
11,50,0.7866463363196405
11,51,0.7866463363196405
11,52,0.7845459018802124
11,53,0.7798628513491488
11,54,0.7798628513491488
11,55,0.7792525928285522
11,56,0.7792525928285522
11,57,0.7750345828411012
11,58,0.7750345828411012
11,59,0.7732741731017443
11,60,0.7732741731017443
11,61,0.7730413682846229
11,62,0.7730413682846229
11,63,0.7730413682846229
11,64,0.7668922356704277
11,65,0.7668922356704277
11,66,0.7668922356704277
11,67,0.7631644871359307
